s_id	sentence	target_tags	opinion_words_tags
1280166:4	Traditional French decour was pleasant though the hall was rather noisy - the restaurant was full and we had to raise our voices to be able to maintain a conversation .	Traditional\O French\O decour\O was\O pleasant\O though\O the\O hall\B was\O rather\O noisy\O -\O the\O restaurant\O was\O full\O and\O we\O had\O to\O raise\O our\O voices\O to\O be\O able\O to\O maintain\O a\O conversation\O .\O	Traditional\O French\O decour\O was\O pleasant\O though\O the\O hall\O was\O rather\O noisy\B -\O the\O restaurant\O was\O full\O and\O we\O had\O to\O raise\O our\O voices\O to\O be\O able\O to\O maintain\O a\O conversation\O .\O
1280179:0	I 've been to at Cafe Spice probably 5-8 times , it is probably still the best Indian restaurant around Union Square .	I\O 've\O been\O to\O at\O Cafe\B Spice\I probably\O 5-8\O times\O ,\O it\O is\O probably\O still\O the\O best\O Indian\O restaurant\O around\O Union\O Square\O .\O	I\O 've\O been\O to\O at\O Cafe\O Spice\O probably\O 5-8\O times\O ,\O it\O is\O probably\O still\O the\O best\B Indian\O restaurant\O around\O Union\O Square\O .\O
1280179:1	To sum it up : Service varies from good to mediorce , depending on which waiter you get ; generally it is just average Ok .	To\O sum\O it\O up\O :\O Service\B varies\O from\O good\O to\O mediorce\O ,\O depending\O on\O which\O waiter\O you\O get\O ;\O generally\O it\O is\O just\O average\O Ok\O .\O	To\O sum\O it\O up\O :\O Service\O varies\B from\O good\O to\O mediorce\O ,\O depending\O on\O which\O waiter\O you\O get\O ;\O generally\O it\O is\O just\O average\O Ok\O .\O
1280179:2	Seating is always prompt , though the restaurant does fill up in the evening .	Seating\B is\O always\O prompt\O ,\O though\O the\O restaurant\O does\O fill\O up\O in\O the\O evening\O .\O	Seating\O is\O always\O prompt\B ,\O though\O the\O restaurant\O does\O fill\O up\O in\O the\O evening\O .\O
1280179:3	Food is usually very good , though ocasionally I wondered about freshmess of raw vegatables in side orders .	Food\B is\O usually\O very\O good\O ,\O though\O ocasionally\O I\O wondered\O about\O freshmess\O of\O raw\O vegatables\O in\O side\O orders\O .\O	Food\O is\O usually\O very\O good\B ,\O though\O ocasionally\O I\O wondered\O about\O freshmess\O of\O raw\O vegatables\O in\O side\O orders\O .\O
1280179:3	Food is usually very good , though ocasionally I wondered about freshmess of raw vegatables in side orders .	Food\O is\O usually\O very\O good\O ,\O though\O ocasionally\O I\O wondered\O about\O freshmess\O of\O raw\B vegatables\I in\I side\I orders\I .\O	Food\O is\O usually\O very\O good\O ,\O though\O ocasionally\O I\O wondered\B about\I freshmess\I of\O raw\O vegatables\O in\O side\O orders\O .\O
1280179:5	The decor is vibrant and eye-pleasing with several semi-private boths on the right side of the dining hall , which are great for a date .	The\O decor\B is\O vibrant\O and\O eye-pleasing\O with\O several\O semi-private\O boths\O on\O the\O right\O side\O of\O the\O dining\O hall\O ,\O which\O are\O great\O for\O a\O date\O .\O	The\O decor\O is\O vibrant\B and\O eye-pleasing\B with\O several\O semi-private\O boths\O on\O the\O right\O side\O of\O the\O dining\O hall\O ,\O which\O are\O great\O for\O a\O date\O .\O
1280179:5	The decor is vibrant and eye-pleasing with several semi-private boths on the right side of the dining hall , which are great for a date .	The\O decor\O is\O vibrant\O and\O eye-pleasing\O with\O several\O semi-private\B boths\I on\O the\O right\O side\O of\O the\O dining\O hall\O ,\O which\O are\O great\O for\O a\O date\O .\O	The\O decor\O is\O vibrant\O and\O eye-pleasing\B with\O several\O semi-private\O boths\O on\O the\O right\O side\O of\O the\O dining\O hall\O ,\O which\O are\O great\B for\O a\O date\O .\O
1286916:0	I have NEVER been disappointed in the Red Eye .	I\O have\O NEVER\O been\O disappointed\O in\O the\O Red\B Eye\I .\O	I\O have\O NEVER\B been\I disappointed\I in\O the\O Red\O Eye\O .\O
1286916:1	The first time I went , and was completely taken by the live jazz band and atmosphere , I ordered the Lobster Cobb Salad .	The\O first\O time\O I\O went\O ,\O and\O was\O completely\O taken\O by\O the\O live\B jazz\I band\I and\O atmosphere\O ,\O I\O ordered\O the\O Lobster\O Cobb\O Salad\O .\O	The\O first\O time\O I\O went\O ,\O and\O was\O completely\O taken\B by\O the\O live\O jazz\O band\O and\O atmosphere\O ,\O I\O ordered\O the\O Lobster\O Cobb\O Salad\O .\O
1286916:1	The first time I went , and was completely taken by the live jazz band and atmosphere , I ordered the Lobster Cobb Salad .	The\O first\O time\O I\O went\O ,\O and\O was\O completely\O taken\O by\O the\O live\O jazz\O band\O and\O atmosphere\B ,\O I\O ordered\O the\O Lobster\O Cobb\O Salad\O .\O	The\O first\O time\O I\O went\O ,\O and\O was\O completely\O taken\B by\O the\O live\O jazz\O band\O and\O atmosphere\O ,\O I\O ordered\O the\O Lobster\O Cobb\O Salad\O .\O
1286916:3	It 's simply the best meal in NYC .	It\O 's\O simply\O the\O best\O meal\B in\O NYC\O .\O	It\O 's\O simply\O the\O best\B meal\O in\O NYC\O .\O
1287538:0	If we were to move from the upper east side , we would genuinely miss this restaurant .	If\O we\O were\O to\O move\O from\O the\O upper\O east\O side\O ,\O we\O would\O genuinely\O miss\O this\O restaurant\B .\O	If\O we\O were\O to\O move\O from\O the\O upper\O east\O side\O ,\O we\O would\O genuinely\O miss\B this\O restaurant\O .\O
1287538:2	The restaurant is cute but not upscale .	The\O restaurant\B is\O cute\O but\O not\O upscale\O .\O	The\O restaurant\O is\O cute\B but\O not\B upscale\I .\O
1287538:3	The food is a diamond in rough -- the food is delicious and homemade with the perfect balance of herbs and tomatoes .	The\O food\B is\O a\O diamond\O in\O rough\O --\O the\O food\O is\O delicious\O and\O homemade\O with\O the\O perfect\O balance\O of\O herbs\O and\O tomatoes\O .\O	The\O food\O is\O a\O diamond\B in\O rough\O --\O the\O food\O is\O delicious\O and\O homemade\O with\O the\O perfect\O balance\O of\O herbs\O and\O tomatoes\O .\O
1287538:3	The food is a diamond in rough -- the food is delicious and homemade with the perfect balance of herbs and tomatoes .	The\O food\O is\O a\O diamond\O in\O rough\O --\O the\O food\O is\O delicious\O and\O homemade\O with\O the\O perfect\O balance\B of\I herbs\I and\I tomatoes\I .\O	The\O food\O is\O a\O diamond\O in\O rough\O --\O the\O food\O is\O delicious\O and\O homemade\O with\O the\O perfect\B balance\O of\O herbs\O and\O tomatoes\O .\O
1289424:0	We had a great time at the Jekyll and hyde Pub last night .	We\O had\O a\O great\O time\O at\O the\O Jekyll\B and\I hyde\I Pub\I last\O night\O .\O	We\O had\O a\O great\B time\I at\O the\O Jekyll\O and\O hyde\O Pub\O last\O night\O .\O
1289424:2	After really enjoying ourselves at the bar we sat down at a table and had dinner .	After\O really\O enjoying\O ourselves\O at\O the\O bar\B we\O sat\O down\O at\O a\O table\O and\O had\O dinner\O .\O	After\O really\O enjoying\B ourselves\O at\O the\O bar\O we\O sat\O down\O at\O a\O table\O and\O had\O dinner\O .\O
1289424:3	The server was really cool and served us our food and drinks with a smile .	The\O server\B was\O really\O cool\O and\O served\O us\O our\O food\O and\O drinks\O with\O a\O smile\O .\O	The\O server\O was\O really\O cool\B and\O served\O us\O our\O food\O and\O drinks\O with\O a\O smile\O .\O
1289424:4	The place 's decor and hidden bathrooms made for a good laugh .	The\O place\O 's\O decor\B and\O hidden\O bathrooms\O made\O for\O a\O good\O laugh\O .\O	The\O place\O 's\O decor\O and\O hidden\O bathrooms\O made\O for\O a\O good\B laugh\I .\O
1289424:4	The place 's decor and hidden bathrooms made for a good laugh .	The\O place\O 's\O decor\O and\O hidden\B bathrooms\I made\O for\O a\O good\O laugh\O .\O	The\O place\O 's\O decor\O and\O hidden\O bathrooms\O made\O for\O a\O good\B laugh\I .\O
1289424:5	I highly recommend visiting this restaurant and having dinner and drinks !	I\O highly\O recommend\O visiting\O this\O restaurant\B and\O having\O dinner\O and\O drinks\O !\O	I\O highly\O recommend\B visiting\O this\O restaurant\O and\O having\O dinner\O and\O drinks\O !\O
1293334:0	If you are the type of person who likes being scared and entertained , this is a great place to go and eat .	If\O you\O are\O the\O type\O of\O person\O who\O likes\O being\O scared\O and\O entertained\O ,\O this\O is\O a\O great\O place\B to\O go\O and\O eat\O .\O	If\O you\O are\O the\O type\O of\O person\O who\O likes\O being\O scared\O and\O entertained\O ,\O this\O is\O a\O great\B place\O to\O go\O and\O eat\O .\O
1293334:1	My husband and I thougt it would be great to go to the Jekyll and Hyde Pub for our anniversary , and to our surprise it was fantastic .	My\O husband\O and\O I\O thougt\O it\O would\O be\O great\O to\O go\O to\O the\O Jekyll\B and\I Hyde\I Pub\I for\O our\O anniversary\O ,\O and\O to\O our\O surprise\O it\O was\O fantastic\O .\O	My\O husband\O and\O I\O thougt\O it\O would\O be\O great\B to\O go\O to\O the\O Jekyll\O and\O Hyde\O Pub\O for\O our\O anniversary\O ,\O and\O to\O our\O surprise\O it\O was\O fantastic\B .\O
1293334:2	The have over 100 different beers to offer thier guest so that made my husband very happy and the food was delicious , if I must recommend a dish it must be the pumkin tortelini .	The\O have\O over\O 100\O different\O beers\B to\O offer\O thier\O guest\O so\O that\O made\O my\O husband\O very\O happy\O and\O the\O food\O was\O delicious\O ,\O if\O I\O must\O recommend\O a\O dish\O it\O must\O be\O the\O pumkin\O tortelini\O .\O	The\O have\O over\O 100\O different\O beers\O to\O offer\O thier\O guest\O so\O that\O made\O my\O husband\O very\O happy\B and\O the\O food\O was\O delicious\O ,\O if\O I\O must\O recommend\O a\O dish\O it\O must\O be\O the\O pumkin\O tortelini\O .\O
1293334:2	The have over 100 different beers to offer thier guest so that made my husband very happy and the food was delicious , if I must recommend a dish it must be the pumkin tortelini .	The\O have\O over\O 100\O different\O beers\O to\O offer\O thier\O guest\O so\O that\O made\O my\O husband\O very\O happy\O and\O the\O food\B was\O delicious\O ,\O if\O I\O must\O recommend\O a\O dish\O it\O must\O be\O the\O pumkin\O tortelini\O .\O	The\O have\O over\O 100\O different\O beers\O to\O offer\O thier\O guest\O so\O that\O made\O my\O husband\O very\O happy\O and\O the\O food\O was\O delicious\B ,\O if\O I\O must\O recommend\O a\O dish\O it\O must\O be\O the\O pumkin\O tortelini\O .\O
1293334:2	The have over 100 different beers to offer thier guest so that made my husband very happy and the food was delicious , if I must recommend a dish it must be the pumkin tortelini .	The\O have\O over\O 100\O different\O beers\O to\O offer\O thier\O guest\O so\O that\O made\O my\O husband\O very\O happy\O and\O the\O food\O was\O delicious\O ,\O if\O I\O must\O recommend\O a\O dish\O it\O must\O be\O the\O pumkin\B tortelini\I .\O	The\O have\O over\O 100\O different\O beers\O to\O offer\O thier\O guest\O so\O that\O made\O my\O husband\O very\O happy\O and\O the\O food\O was\O delicious\O ,\O if\O I\O must\O recommend\B a\O dish\O it\O must\O be\O the\O pumkin\O tortelini\O .\O
1293334:3	The entertainment was great they have shows that go on through out the dinner .	The\O entertainment\B was\O great\O they\O have\O shows\O that\O go\O on\O through\O out\O the\O dinner\O .\O	The\O entertainment\O was\O great\B they\O have\O shows\O that\O go\O on\O through\O out\O the\O dinner\O .\O
1297844:2	The bagel was huge .	The\O bagel\B was\O huge\O .\O	The\O bagel\O was\O huge\B .\O
1297844:4	The workers there also absolutely load the bagel with cream cheese ( gets a little messy ) .	The\O workers\O there\O also\O absolutely\O load\O the\O bagel\B with\O cream\O cheese\O (\O gets\O a\O little\O messy\O )\O .\O	The\O workers\O there\O also\O absolutely\O load\O the\O bagel\O with\O cream\O cheese\O (\O gets\O a\O little\O messy\B )\O .\O
1300636:0	This was my frist time at Cafe St. Bart 's and I must say how delicious the food and the service was .	This\O was\O my\O frist\O time\O at\O Cafe\O St.\O Bart\O 's\O and\O I\O must\O say\O how\O delicious\O the\O food\B and\O the\O service\O was\O .\O	This\O was\O my\O frist\O time\O at\O Cafe\O St.\O Bart\O 's\O and\O I\O must\O say\O how\O delicious\B the\O food\O and\O the\O service\O was\O .\O
1300636:2	I have to highly recommend the lobster roll - not to much mayo ; you can tell it was a fresh lobster .	I\O have\O to\O highly\O recommend\O the\O lobster\B roll\I -\O not\O to\O much\O mayo\O ;\O you\O can\O tell\O it\O was\O a\O fresh\O lobster\O .\O	I\O have\O to\O highly\O recommend\B the\O lobster\O roll\O -\O not\O to\O much\O mayo\O ;\O you\O can\O tell\O it\O was\O a\O fresh\O lobster\O .\O
1300636:2	I have to highly recommend the lobster roll - not to much mayo ; you can tell it was a fresh lobster .	I\O have\O to\O highly\O recommend\O the\O lobster\O roll\O -\O not\O to\O much\O mayo\O ;\O you\O can\O tell\O it\O was\O a\O fresh\O lobster\B .\O	I\O have\O to\O highly\O recommend\O the\O lobster\O roll\O -\O not\O to\O much\O mayo\O ;\O you\O can\O tell\O it\O was\O a\O fresh\B lobster\O .\O
1300636:3	Other guests enjoyed pizza , santa fe chopped salad and fish and chips .	Other\O guests\O enjoyed\O pizza\B ,\O santa\O fe\O chopped\O salad\O and\O fish\O and\O chips\O .\O	Other\O guests\O enjoyed\B pizza\O ,\O santa\O fe\O chopped\O salad\O and\O fish\O and\O chips\O .\O
1300636:3	Other guests enjoyed pizza , santa fe chopped salad and fish and chips .	Other\O guests\O enjoyed\O pizza\O ,\O santa\B fe\I chopped\I salad\I and\O fish\O and\O chips\O .\O	Other\O guests\O enjoyed\B pizza\O ,\O santa\O fe\O chopped\O salad\O and\O fish\O and\O chips\O .\O
1300636:3	Other guests enjoyed pizza , santa fe chopped salad and fish and chips .	Other\O guests\O enjoyed\O pizza\O ,\O santa\O fe\O chopped\O salad\O and\O fish\B and\I chips\I .\O	Other\O guests\O enjoyed\B pizza\O ,\O santa\O fe\O chopped\O salad\O and\O fish\O and\O chips\O .\O
1300636:4	I highly recommend Cafe St. Bart 's for their food , the ambience and wonderful service .	I\O highly\O recommend\O Cafe\O St.\O Bart\O 's\O for\O their\O food\B ,\O the\O ambience\O and\O wonderful\O service\O .\O	I\O highly\O recommend\B Cafe\O St.\O Bart\O 's\O for\O their\O food\O ,\O the\O ambience\O and\O wonderful\O service\O .\O
1300636:4	I highly recommend Cafe St. Bart 's for their food , the ambience and wonderful service .	I\O highly\O recommend\O Cafe\O St.\O Bart\O 's\O for\O their\O food\O ,\O the\O ambience\B and\O wonderful\O service\O .\O	I\O highly\O recommend\B Cafe\O St.\O Bart\O 's\O for\O their\O food\O ,\O the\O ambience\O and\O wonderful\O service\O .\O
1300636:4	I highly recommend Cafe St. Bart 's for their food , the ambience and wonderful service .	I\O highly\O recommend\O Cafe\O St.\O Bart\O 's\O for\O their\O food\O ,\O the\O ambience\O and\O wonderful\O service\B .\O	I\O highly\O recommend\B Cafe\O St.\O Bart\O 's\O for\O their\O food\O ,\O the\O ambience\O and\O wonderful\B service\O .\O
1303888:0	All the staff is absolutely professional ! !	All\O the\O staff\B is\O absolutely\O professional\O !\O !\O	All\O the\O staff\O is\O absolutely\O professional\B !\O !\O
1303984:0	This restaurant was way overhyped .	This\O restaurant\B was\O way\O overhyped\O .\O	This\O restaurant\O was\O way\O overhyped\B .\O
1303984:1	My chow fun and chow see was really bland and oily .	My\O chow\B fun\I and\I chow\I see\I was\O really\O bland\O and\O oily\O .\O	My\O chow\O fun\O and\O chow\O see\O was\O really\O bland\B and\O oily\B .\O
1303984:3	The scallion pancakes and fried dumplings were nothing out of the ordinary .	The\O scallion\B pancakes\I and\O fried\O dumplings\O were\O nothing\O out\O of\O the\O ordinary\O .\O	The\O scallion\O pancakes\O and\O fried\O dumplings\O were\O nothing\O out\O of\O the\O ordinary\B .\O
1303984:3	The scallion pancakes and fried dumplings were nothing out of the ordinary .	The\O scallion\O pancakes\O and\O fried\B dumplings\I were\O nothing\O out\O of\O the\O ordinary\O .\O	The\O scallion\O pancakes\O and\O fried\O dumplings\O were\O nothing\O out\O of\O the\O ordinary\B .\O
1308557:0	The service was the only thing good about this restaurant .	The\O service\B was\O the\O only\O thing\O good\O about\O this\O restaurant\O .\O	The\O service\O was\O the\O only\O thing\O good\B about\O this\O restaurant\O .\O
1308557:1	It 's boring on the inside , and our sushi was pretty below average ... the tuna was soggy and the other rolls had no flavor .	It\O 's\O boring\O on\O the\O inside\O ,\O and\O our\O sushi\B was\O pretty\O below\O average\O ...\O the\O tuna\O was\O soggy\O and\O the\O other\O rolls\O had\O no\O flavor\O .\O	It\O 's\O boring\O on\O the\O inside\O ,\O and\O our\O sushi\O was\O pretty\O below\B average\I ...\O the\O tuna\O was\O soggy\O and\O the\O other\O rolls\O had\O no\O flavor\O .\O
1308557:1	It 's boring on the inside , and our sushi was pretty below average ... the tuna was soggy and the other rolls had no flavor .	It\O 's\O boring\O on\O the\O inside\O ,\O and\O our\O sushi\O was\O pretty\O below\O average\O ...\O the\O tuna\B was\O soggy\O and\O the\O other\O rolls\O had\O no\O flavor\O .\O	It\O 's\O boring\O on\O the\O inside\O ,\O and\O our\O sushi\O was\O pretty\O below\O average\O ...\O the\O tuna\O was\O soggy\B and\O the\O other\O rolls\O had\O no\O flavor\O .\O
1308557:1	It 's boring on the inside , and our sushi was pretty below average ... the tuna was soggy and the other rolls had no flavor .	It\O 's\O boring\O on\O the\O inside\O ,\O and\O our\O sushi\O was\O pretty\O below\O average\O ...\O the\O tuna\O was\O soggy\O and\O the\O other\O rolls\B had\O no\O flavor\O .\O	It\O 's\O boring\O on\O the\O inside\O ,\O and\O our\O sushi\O was\O pretty\O below\O average\O ...\O the\O tuna\O was\O soggy\O and\O the\O other\O rolls\O had\O no\B flavor\I .\O
1310217:1	Their pad penang is delicious and everything else is fantastic .	Their\O pad\B penang\I is\O delicious\O and\O everything\O else\O is\O fantastic\O .\O	Their\O pad\O penang\O is\O delicious\B and\O everything\O else\O is\O fantastic\O .\O
1310217:2	The price is reasonable although the service is poor .	The\O price\O is\O reasonable\O although\O the\O service\B is\O poor\O .\O	The\O price\O is\O reasonable\O although\O the\O service\O is\O poor\B .\O
1318537:0	fresh restaurant was amazing ... ... .. food was delicious and of course fresh .	fresh\B restaurant\I was\O amazing\O ...\O ...\O ..\O food\O was\O delicious\O and\O of\O course\O fresh\O .\O	fresh\B restaurant\O was\O amazing\B ...\O ...\O ..\O food\O was\O delicious\O and\O of\O course\O fresh\O .\O
1318537:0	fresh restaurant was amazing ... ... .. food was delicious and of course fresh .	fresh\O restaurant\O was\O amazing\O ...\O ...\O ..\O food\B was\O delicious\O and\O of\O course\O fresh\O .\O	fresh\O restaurant\O was\O amazing\O ...\O ...\O ..\O food\O was\O delicious\B and\O of\O course\O fresh\B .\O
1318537:4	Hats off to the chef .	Hats\O off\O to\O the\O chef\B .\O	Hats\B off\I to\O the\O chef\O .\O
1328078:3	the salads are delicious , both refreshing and very spicy .	the\O salads\B are\O delicious\O ,\O both\O refreshing\O and\O very\O spicy\O .\O	the\O salads\O are\O delicious\B ,\O both\O refreshing\B and\O very\O spicy\B .\O
1328078:4	We had Pam 's special fried fish and it was amazing .	We\O had\O Pam\B 's\I special\I fried\I fish\I and\O it\O was\O amazing\O .\O	We\O had\O Pam\O 's\O special\O fried\O fish\O and\O it\O was\O amazing\B .\O
1335154:1	Great vibe , lots of people .	Great\O vibe\B ,\O lots\O of\O people\O .\O	Great\B vibe\O ,\O lots\O of\O people\O .\O
1335154:4	I did n't complain , I liked the atmosphere so much .	I\O did\O n't\O complain\O ,\O I\O liked\O the\O atmosphere\B so\O much\O .\O	I\O did\O n't\O complain\O ,\O I\O liked\B the\O atmosphere\O so\O much\O .\O
1335656:2	Ambience is so cute and quaint , good for business although we were there on vacation .	Ambience\B is\O so\O cute\O and\O quaint\O ,\O good\O for\O business\O although\O we\O were\O there\O on\O vacation\O .\O	Ambience\O is\O so\O cute\B and\O quaint\B ,\O good\B for\O business\O although\O we\O were\O there\O on\O vacation\O .\O
1335656:3	Salads were fantastic .	Salads\B were\O fantastic\O .\O	Salads\O were\O fantastic\B .\O
1335656:4	Although we were looking for regular lettuce and some walnuts the salads we got were great .	Although\O we\O were\O looking\O for\O regular\O lettuce\O and\O some\O walnuts\O the\O salads\B we\O got\O were\O great\O .\O	Although\O we\O were\O looking\O for\O regular\O lettuce\O and\O some\O walnuts\O the\O salads\O we\O got\O were\O great\B .\O
1335656:5	Ingredients are organic which is a real plus for me .	Ingredients\B are\O organic\O which\O is\O a\O real\O plus\O for\O me\O .\O	Ingredients\O are\O organic\B which\O is\O a\O real\O plus\B for\O me\O .\O
1338124:0	This is some really good , inexpensive sushi .	This\O is\O some\O really\O good\O ,\O inexpensive\O sushi\B .\O	This\O is\O some\O really\O good\B ,\O inexpensive\B sushi\O .\O
1338124:2	The spicy Tuna roll is huge and probably the best that I 've had at this price range .	The\O spicy\B Tuna\I roll\I is\O huge\O and\O probably\O the\O best\O that\O I\O 've\O had\O at\O this\O price\O range\O .\O	The\O spicy\O Tuna\O roll\O is\O huge\B and\O probably\O the\O best\B that\O I\O 've\O had\O at\O this\O price\O range\O .\O
1338124:3	The Yellowtail was particularly good as well .	The\O Yellowtail\B was\O particularly\O good\O as\O well\O .\O	The\O Yellowtail\O was\O particularly\O good\B as\O well\O .\O
1338124:4	I have reservations about the all you can eat deal , however -- the choices are fairly limited and you can probably order more food than you can eat for less than $ 18 by just going off the menu .	I\O have\O reservations\O about\O the\O all\B you\I can\I eat\I deal\I ,\O however\O --\O the\O choices\O are\O fairly\O limited\O and\O you\O can\O probably\O order\O more\O food\O than\O you\O can\O eat\O for\O less\O than\O $\O 18\O by\O just\O going\O off\O the\O menu\O .\O	I\O have\O reservations\O about\O the\O all\O you\O can\O eat\O deal\O ,\O however\O --\O the\O choices\O are\O fairly\O limited\B and\O you\O can\O probably\O order\O more\O food\O than\O you\O can\O eat\O for\O less\O than\O $\O 18\O by\O just\O going\O off\O the\O menu\O .\O
1340075:0	Big Wong gets big Ups for a fine establishment .	Big\B Wong\I gets\O big\O Ups\O for\O a\O fine\O establishment\O .\O	Big\O Wong\O gets\O big\B Ups\I for\O a\O fine\B establishment\O .\O
1340075:1	They have it all -- great price , food , and service .	They\O have\O it\O all\O --\O great\O price\O ,\O food\B ,\O and\O service\O .\O	They\O have\O it\O all\O --\O great\B price\O ,\O food\O ,\O and\O service\O .\O
1340075:1	They have it all -- great price , food , and service .	They\O have\O it\O all\O --\O great\O price\O ,\O food\O ,\O and\O service\B .\O	They\O have\O it\O all\O --\O great\B price\O ,\O food\O ,\O and\O service\O .\O
1340075:2	The atmosphere is noisy and the waiters are literally walking around doing things as fast as they can .	The\O atmosphere\B is\O noisy\O and\O the\O waiters\O are\O literally\O walking\O around\O doing\O things\O as\O fast\O as\O they\O can\O .\O	The\O atmosphere\O is\O noisy\B and\O the\O waiters\O are\O literally\O walking\O around\O doing\O things\O as\O fast\O as\O they\O can\O .\O
1340075:2	The atmosphere is noisy and the waiters are literally walking around doing things as fast as they can .	The\O atmosphere\O is\O noisy\O and\O the\O waiters\B are\O literally\O walking\O around\O doing\O things\O as\O fast\O as\O they\O can\O .\O	The\O atmosphere\O is\O noisy\O and\O the\O waiters\O are\O literally\O walking\O around\O doing\O things\O as\O fast\B as\O they\O can\O .\O
1340075:5	The takeout is great too since they give high quality tupperware as well .	The\O takeout\B is\O great\O too\O since\O they\O give\O high\O quality\O tupperware\O as\O well\O .\O	The\O takeout\O is\O great\B too\O since\O they\O give\O high\O quality\O tupperware\O as\O well\O .\O
1340075:6	This place is always very crowded and popular .	This\O place\B is\O always\O very\O crowded\O and\O popular\O .\O	This\O place\O is\O always\O very\O crowded\B and\O popular\B .\O
1341354:1	Enjoyed a very nice Caesar Salad while my wife had arugula and goat cheese ... .both very tasty .	Enjoyed\O a\O very\O nice\O Caesar\B Salad\I while\O my\O wife\O had\O arugula\O and\O goat\O cheese\O ...\O .both\O very\O tasty\O .\O	Enjoyed\B a\O very\O nice\B Caesar\O Salad\O while\O my\O wife\O had\O arugula\O and\O goat\O cheese\O ...\O .both\O very\O tasty\O .\O
1341354:1	Enjoyed a very nice Caesar Salad while my wife had arugula and goat cheese ... .both very tasty .	Enjoyed\O a\O very\O nice\O Caesar\O Salad\O while\O my\O wife\O had\O arugula\B and\I goat\I cheese\I ...\O .both\O very\O tasty\O .\O	Enjoyed\O a\O very\O nice\O Caesar\O Salad\O while\O my\O wife\O had\O arugula\O and\O goat\O cheese\O ...\O .both\O very\O tasty\B .\O
1341354:2	We both opted for a pasta dish and they were served timely and fresh .	We\O both\O opted\O for\O a\O pasta\B dish\I and\O they\O were\O served\O timely\O and\O fresh\O .\O	We\O both\O opted\O for\O a\O pasta\O dish\O and\O they\O were\O served\B timely\I and\O fresh\B .\O
1341354:3	We concluded with tiramisu chocolate cake , both were delicious .	We\O concluded\O with\O tiramisu\B chocolate\I cake\I ,\O both\O were\O delicious\O .\O	We\O concluded\O with\O tiramisu\O chocolate\O cake\O ,\O both\O were\O delicious\B .\O
1347423:0	I recently went to this restaurant with some co-workers for lunch and had an amazing time .	I\O recently\O went\O to\O this\O restaurant\B with\O some\O co-workers\O for\O lunch\O and\O had\O an\O amazing\O time\O .\O	I\O recently\O went\O to\O this\O restaurant\O with\O some\O co-workers\O for\O lunch\O and\O had\O an\O amazing\B time\I .\O
1347423:1	The staff was accomodating , the food was absolutely delicious and the place is lovely .	The\O staff\B was\O accomodating\O ,\O the\O food\O was\O absolutely\O delicious\O and\O the\O place\O is\O lovely\O .\O	The\O staff\O was\O accomodating\B ,\O the\O food\O was\O absolutely\O delicious\O and\O the\O place\O is\O lovely\O .\O
1347423:1	The staff was accomodating , the food was absolutely delicious and the place is lovely .	The\O staff\O was\O accomodating\O ,\O the\O food\B was\O absolutely\O delicious\O and\O the\O place\O is\O lovely\O .\O	The\O staff\O was\O accomodating\O ,\O the\O food\O was\O absolutely\O delicious\B and\O the\O place\O is\O lovely\O .\O
1347423:1	The staff was accomodating , the food was absolutely delicious and the place is lovely .	The\O staff\O was\O accomodating\O ,\O the\O food\O was\O absolutely\O delicious\O and\O the\O place\B is\O lovely\O .\O	The\O staff\O was\O accomodating\O ,\O the\O food\O was\O absolutely\O delicious\O and\O the\O place\O is\O lovely\B .\O
1349391:0	sometimes i get good food and ok service .	sometimes\O i\O get\O good\O food\B and\O ok\O service\O .\O	sometimes\O i\O get\O good\B food\O and\O ok\O service\O .\O
1349391:0	sometimes i get good food and ok service .	sometimes\O i\O get\O good\O food\O and\O ok\O service\B .\O	sometimes\O i\O get\O good\O food\O and\O ok\B service\O .\O
1349391:1	sometimes i get bad food and bad service , sometimes i get good good and bad service .	sometimes\O i\O get\O bad\O food\B and\O bad\O service\O ,\O sometimes\O i\O get\O good\O good\O and\O bad\O service\O .\O	sometimes\O i\O get\O bad\B food\O and\O bad\O service\O ,\O sometimes\O i\O get\O good\O good\O and\O bad\O service\O .\O
1349391:1	sometimes i get bad food and bad service , sometimes i get good good and bad service .	sometimes\O i\O get\O bad\O food\O and\O bad\O service\B ,\O sometimes\O i\O get\O good\O good\O and\O bad\O service\O .\O	sometimes\O i\O get\O bad\O food\O and\O bad\B service\O ,\O sometimes\O i\O get\O good\O good\O and\O bad\O service\O .\O
1349391:1	sometimes i get bad food and bad service , sometimes i get good good and bad service .	sometimes\O i\O get\O bad\O food\O and\O bad\O service\O ,\O sometimes\O i\O get\O good\O good\B and\O bad\O service\O .\O	sometimes\O i\O get\O bad\O food\O and\O bad\O service\O ,\O sometimes\O i\O get\O good\B good\O and\O bad\O service\O .\O
1352948:0	The place is a BISTRO which means : simple dishes and wine served efficiently in a bustling atmosphere .	The\O place\O is\O a\O BISTRO\O which\O means\O :\O simple\O dishes\B and\O wine\O served\O efficiently\O in\O a\O bustling\O atmosphere\O .\O	The\O place\O is\O a\O BISTRO\O which\O means\O :\O simple\B dishes\O and\O wine\O served\O efficiently\O in\O a\O bustling\O atmosphere\O .\O
